"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"BPOPM","Popular, Inc.","22.6476","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bpopm",
"BPOPN","Popular, Inc.","24.36","$292.32M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bpopn",
"PBIB","Porter Bancorp, Inc.","10.45","$65.29M","2006","Finance","Major Banks","http://www.nasdaq.com/symbol/pbib",
"PTLA","Portola Pharmaceuticals, Inc.","37.85","$2.16B","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ptla",
"PBPB","Potbelly Corporation","11.85","$296.79M","2013","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/pbpb",
"PCH","Potlatch Corporation","45.45","$1.85B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/pch",
"POWL","Powell Industries, Inc.","33.34","$381.03M","n/a","Consumer Durables","Electrical Products","http://www.nasdaq.com/symbol/powl",
"POWI","Power Integrations, Inc.","70.85","$2.1B","1997","Technology","Semiconductors","http://www.nasdaq.com/symbol/powi",
"PLW","PowerShares 1-30 Laddered Treasury Portfolio","32.82","$182.15M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/plw",
"PKW","PowerShares BuyBack Achievers Portfolio","52.94","$1.34B","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pkw",
"PFM","PowerShares Dividend Achievers Portfolio","24.393","$318.33M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pfm",
"PYZ","PowerShares DWA Basic Materials Momentum Portfolio","60.8008","$97.28M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pyz",
"PEZ","PowerShares DWA Consumer Cyclicals Momentum Portfolio","45.9591","$29.87M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pez",
"PSL","PowerShares DWA Consumer Staples Momentum Portfolio","60.18","$78.23M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/psl",
"PIZ","PowerShares DWA Developed Markets Momentum Portfolio","25.78","$201.08M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/piz",
"PIE","PowerShares DWA Emerging Markets Momentum Portfolio","17.4028","$180.12M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pie",
"PXI","PowerShares DWA Energy Momentum Portfolio","32.9087","$95.44M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pxi",
"PFI","PowerShares DWA Financial Momentum Portfolio","30.6989","$76.75M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pfi",
"PTH","PowerShares DWA Healthcare Momentum Portfolio","57.53","$63.28M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pth",
"PRN","PowerShares DWA Industrials Momentum Portfolio","54.15","$129.96M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/prn",
"DWLV","PowerShares DWA Momentum & Low Volatility Rotation Portfolio","28.2","$4.23M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dwlv",
"PDP","PowerShares DWA Momentum Portfolio","47.405","$1.4B","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pdp",
"DWAQ","PowerShares DWA NASDAQ Momentum Portfolio","91.1184","$36.45M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dwaq",
"DWAS","PowerShares DWA SmallCap Momentum Portfolio","42.8517","$188.55M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dwas",
"DWIN","PowerShares DWA Tactical Multi-Asset Income Portfolio","27.64","$124.38M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dwin",
"DWTR","PowerShares DWA Tactical Sector Rotation Portfolio","25.653","$92.35M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dwtr",
"PTF","PowerShares DWA Technology Momenum Portfolio","49.1","$130.12M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ptf",
"PUI","PowerShares DWA Utilities Momentum Portfolio","28.22","$104.41M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pui",
"IDLB","PowerShares FTSE International Low Beta Equal Weight Portfolio","28.56","$152.8M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/idlb",
"PRFZ","PowerShares FTSE RAFI US 1500 Small-Mid Portfolio","118.18","$1.64B","n/a","n/a","n/a","http://www.nasdaq.com/symbol/prfz",
"PAGG","PowerShares Global Agriculture Portfolio","25.0047","$22.5M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pagg",
"PSAU","PowerShares Global Gold & Precious Metals Portfolio","19.84","$38.69M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/psau",
"PIO","PowerShares Global Water Portfolio","24.1092","$192.87M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pio",
"PGJ","PowerShares Golden Dragon China Portfolio","39.69","$182.57M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pgj",
"PEY","PowerShares High Yield Equity Dividend Achievers Portfolio","16.91","$946.11M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pey",
"IPKW","PowerShares International BuyBack Achievers Portfolio","32.86","$133.08M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ipkw",
"PID","PowerShares International Dividend Achievers Portfolio","15.28","$805.26M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pid",
"KBWB","PowerShares KBW Bank Portfolio","47.43","$803.94M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/kbwb",
"KBWD","PowerShares KBW High Dividend Yield Financial Portfolio","24","$298.8M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/kbwd",
"KBWY","PowerShares KBW Premium Yield Equity REIT Portfolio","37.29","$316.97M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/kbwy",
"KBWP","PowerShares KBW Property & Casualty Insurance Portfolio","57.409","$103.34M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/kbwp",
"KBWR","PowerShares KBW Regional Banking Portfolio","53.31","$162.6M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/kbwr",
"LDRI","PowerShares LadderRite 0-5 Year Corporate Bond Portfolio","24.9597","$24.96M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ldri",
"LALT","PowerShares Multi-Strategy Alternative Portfolio","21.94","$4.39M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/lalt",
"PNQI","PowerShares Nasdaq Internet Portfolio","107.1","$401.63M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pnqi",
"PDBC","PowerShares Optimum Yield Diversified Commodity Strategy No K-","15.58","$416.05M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pdbc",
"QQQ","PowerShares QQQ Trust, Series 1","143.57","$53.36B","n/a","n/a","n/a","http://www.nasdaq.com/symbol/qqq",
"USLB","PowerShares Russell 1000 Low Beta Equal Weight Portfolio","29.03","$158.21M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/uslb",
"PSCD","PowerShares S&P SmallCap Consumer Discretionary Portfolio","54.0301","$62.13M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pscd",
"PSCC","PowerShares S&P SmallCap Consumer Staples Portfolio","69.26","$65.8M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pscc",
"PSCE","PowerShares S&P SmallCap Energy Portfolio","13.37","$34.09M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/psce",
"PSCF","PowerShares S&P SmallCap Financials Portfolio","51.13","$240.31M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pscf",
"PSCH","PowerShares S&P SmallCap Health Care Portfolio","85.11","$208.52M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/psch",
"PSCI","PowerShares S&P SmallCap Industrials Portfolio","57.06","$97M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/psci",
"PSCT","PowerShares S&P SmallCap Information Technology Portfolio","77.63","$558.94M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/psct",
"PSCM","PowerShares S&P SmallCap Materials Portfolio","46.601","$55.92M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pscm",
"PSCU","PowerShares S&P SmallCap Utilities Portfolio","52.08","$44.27M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pscu",
"VRIG","PowerShares Variable Rate Investment Grade Portfolio","25.225","$69.37M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vrig",
"PHO","PowerShares Water Resources Portfolio","26.96","$806.1M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pho",
"PRAA","PRA Group, Inc.","37","$1.72B","2002","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/praa",
"PRAH","PRA Health Sciences, Inc.","74.77","$4.67B","2014","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/prah",
"PRAN","Prana Biotechnology Ltd","2.13","$18.95M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/pran",
"PFBC","Preferred Bank","51.11","$741.82M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pfbc",
"PLPC","Preformed Line Products Company","48.06","$245.98M","n/a","Basic Industries","Water Supply","http://www.nasdaq.com/symbol/plpc",
"PFBI","Premier Financial Bancorp, Inc.","20.82","$221.89M","1996","Finance","Major Banks","http://www.nasdaq.com/symbol/pfbi",
"PINC","Premier, Inc.","35.61","$1.84B","2013","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/pinc",
"LENS","Presbia PLC","2.76","$47.26M","2015","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/lens",
"PSDO","Presidio, Inc.","15.59","$1.42B","2017","Technology","Retail: Computer Software & Peripheral Equipment","http://www.nasdaq.com/symbol/psdo",
"PRGX","PRGX Global, Inc.","6.6","$146.03M","1996","Consumer Services","Diversified Commercial Services","http://www.nasdaq.com/symbol/prgx",
"PSMT","PriceSmart, Inc.","88.4","$2.69B","n/a","Consumer Services","Department/Specialty Retail Stores","http://www.nasdaq.com/symbol/psmt",
"PBMD","Prima BioMed Ltd","2.5","$51.83M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/pbmd",
"PNRG","PrimeEnergy Corporation","43.65","$99.53M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/pnrg",
"PRMW","Primo Water Corporation","12.86","$384.66M","2010","Consumer Non-Durables","Food Distributors","http://www.nasdaq.com/symbol/prmw",
"PRIM","Primoris Services Corporation","24.02","$1.24B","n/a","Basic Industries","Water Supply","http://www.nasdaq.com/symbol/prim",
"BTEC","Principal Healthcare Innovators Index ETF","25.39","$6.35M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/btec",
"GENY","Principal Millennials Index ETF","29.3684","$7.34M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/geny",
"PSET","Principal Price Setters Index ETF","28.9661","$7.24M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pset",
"PY","Principal Shareholder Yield Index ETF","28.5","$7.13M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/py",
"PSC","Principal U.S. Small Cap Index ETF","28.859","$274.16M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/psc",
"PVTB","PrivateBancorp, Inc.","59.76","$4.79B","1999","Finance","Major Banks","http://www.nasdaq.com/symbol/pvtb",
"PVTBP","PrivateBancorp, Inc.","27.15","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/pvtbp",
"PDEX","Pro-Dex, Inc.","5.5","$22.08M","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/pdex",
"IPDN","Professional Diversity Network, Inc.","8.0774","$31.78M","2013","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/ipdn",
"PFIE","Profire Energy, Inc.","1.35","$66.04M","n/a","Energy","Metal Fabrications","http://www.nasdaq.com/symbol/pfie",
"PGNX","Progenics Pharmaceuticals Inc.","6.99","$490.87M","1997","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/pgnx",
"PRGS","Progress Software Corporation","29.62","$1.43B","1991","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/prgs",
"PFPT","Proofpoint, Inc.","92.96","$4.06B","2012","Technology","EDP Services","http://www.nasdaq.com/symbol/pfpt",
"PRPH","ProPhase Labs, Inc.","1.97","$33.8M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/prph",
"PRQR","ProQR Therapeutics N.V.","5","$119.33M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/prqr",
"BIB","ProShares Ultra Nasdaq Biotechnology","48.49","$356.4M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bib",
"UBIO","Proshares UltraPro Nasdaq Biotechnology","27.71","$37.41M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ubio",
"TQQQ","ProShares UltraPro QQQ","111.32","$1.83B","n/a","n/a","n/a","http://www.nasdaq.com/symbol/tqqq",
"ZBIO","ProShares UltraPro Short NASDAQ Biotechnology","16.09","$6.44M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/zbio",
"SQQQ","ProShares UltraPro Short QQQ","28.87","$475.93M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sqqq",
"BIS","ProShares UltraShort Nasdaq Biotechnology","27.24","$51.35M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bis",
"PSEC","Prospect Capital Corporation","7.96","$2.87B","2004","n/a","n/a","http://www.nasdaq.com/symbol/psec",
"PTGX","Protagonist Therapeutics, Inc.","10.78","$181.71M","2016","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ptgx",
"PRTO","Proteon Therapeutics, Inc.","1.25","$20.96M","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/prto",
"PTI","Proteostasis Therapeutics, Inc.","4.1","$102.67M","2016","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/pti",
"PRTA","Prothena Corporation plc","50.56","$1.92B","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/prta",
"PVBC","Provident Bancorp, Inc.","21.75","$209.69M","2015","Finance","Savings Institutions","http://www.nasdaq.com/symbol/pvbc",
"PROV","Provident Financial Holdings, Inc.","19.26","$151.99M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/prov",
"PBIP","Prudential Bancorp, Inc.","17.9","$161.24M","n/a","Finance","Banks","http://www.nasdaq.com/symbol/pbip",
"PSDV","pSivida Corp.","2.14","$84.22M","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/psdv",
"PMD","Psychemedics Corporation","21.737","$118.69M","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/pmd",
"PTC","PTC Inc.","59.69","$6.9B","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/ptc",
"PTCT","PTC Therapeutics, Inc.","16.38","$675.58M","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ptct",
"PULM","Pulmatrix, Inc.","2.6","$49.59M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/pulm",
"PLSE","Pulse Biosciences, Inc","31.12","$441.14M","2016","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/plse",
"PBYI","Puma Biotechnology Inc","80.9","$2.99B","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/pbyi",
"PCYO","Pure Cycle Corporation","8.1","$192.41M","n/a","Public Utilities","Water Supply","http://www.nasdaq.com/symbol/pcyo",
"IMED","PureFunds ETFx HealthTech ETF","29.83","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/imed",
"FINQ","Purefunds Solactive FinTech ETF","28.189","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/finq",
"PXS","Pyxis Tankers Inc.","1.15","$21.02M","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/pxs",
"QADA","QAD Inc.","32.3","$614.43M","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/qada",
"QADB","QAD Inc.","26.45","$503.14M","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/qadb",
"QCRH","QCR Holdings, Inc.","46.5","$612.41M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/qcrh",
"QGEN","Qiagen N.V.","34.48","$7.85B","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/qgen",
"QIWI","QIWI plc","23.51","$1.42B","2013","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/qiwi",
"QRVO","Qorvo, Inc.","78.08","$9.92B","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/qrvo",
"QCOM","QUALCOMM Incorporated","58.12","$85.87B","1991","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/qcom",
"QSII","Quality Systems, Inc.","16.46","$1.03B","1982","Technology","EDP Services","http://www.nasdaq.com/symbol/qsii",
"QBAK","Qualstar Corporation","5.6701","$11.58M","2000","Technology","Electronic Components","http://www.nasdaq.com/symbol/qbak",
"QLYS","Qualys, Inc.","43.25","$1.6B","2012","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/qlys",
"QTNA","Quantenna Communications, Inc.","19.07","$642.63M","2016","Technology","Semiconductors","http://www.nasdaq.com/symbol/qtna",
"QTRH","Quarterhill Inc.","1.42","$168.37M","n/a","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/qtrh",
"QRHC","Quest Resource Holding Corporation.","2.57","$39.25M","n/a","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/qrhc",
"QUIK","QuickLogic Corporation","1.25","$99.45M","1999","Technology","Semiconductors","http://www.nasdaq.com/symbol/quik",
"QDEL","Quidel Corporation","25.87","$859.04M","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/qdel",
"QPAC","Quinpario Acquisition Corp. 2","9.99","$288.2M","2015","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/qpac",
"QPACU","Quinpario Acquisition Corp. 2","10.29","n/a","2015","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/qpacu",
"QPACW","Quinpario Acquisition Corp. 2","0.43","n/a","2015","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/qpacw",
"QNST","QuinStreet, Inc.","3.98","$180.94M","2010","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/qnst",
"QUMU","Qumu Corporation","3.01","$27.95M","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/qumu",
"QTNT","Quotient Limited","7.48","$281.59M","2014","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/qtnt",
"RRD","R.R. Donnelley & Sons Company","12.09","$846.3M","n/a","Miscellaneous","Publishing","http://www.nasdaq.com/symbol/rrd",
"RCM","R1 RCM Inc.","3.68","$386.5M","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/rcm",
"RARX","Ra Pharmaceuticals, Inc.","21.6","$487.46M","2016","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/rarx",
"RADA","RADA Electronic Industries Ltd.","1.75","$38.11M","n/a","Consumer Non-Durables","Electronic Components","http://www.nasdaq.com/symbol/rada",
"RDCM","Radcom Ltd.","19.9","$232.27M","1997","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/rdcm",
"RSYS","RadiSys Corporation","3.82","$148.71M","1995","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/rsys",
"RDUS","Radius Health, Inc.","38.44","$1.67B","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/rdus",
"RDNT","RadNet, Inc.","7.6","$358.85M","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/rdnt",
"RDWR","Radware Ltd.","18.19","$785.61M","1999","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/rdwr",
"METC","Ramaco Resources, Inc.","5.48","$214.06M","2017","Energy","Coal Mining","http://www.nasdaq.com/symbol/metc",
"RMBS","Rambus, Inc.","12.15","$1.36B","1997","Technology","Semiconductors","http://www.nasdaq.com/symbol/rmbs",
"RAND","Rand Capital Corporation","2.81","$17.76M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rand",
"RLOG","Rand Logistics, Inc.","0.38","$7.08M","n/a","Consumer Services","Marine Transportation","http://www.nasdaq.com/symbol/rlog",
"GOLD","Randgold Resources Limited","97.69","$9.18B","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/gold",
"RNDB","Randolph Bancorp, Inc.","15.66","$91.9M","2016","Finance","Major Banks","http://www.nasdaq.com/symbol/rndb",
"RPD","Rapid7, Inc.","17.86","$765.46M","2015","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/rpd",
"RAVE","Rave Restaurant Group, Inc.","2.0932","$22.31M","n/a","Consumer Non-Durables","Food Distributors","http://www.nasdaq.com/symbol/rave",
"RAVN","Raven Industries, Inc.","36.85","$1.33B","n/a","Capital Goods","Specialty Chemicals","http://www.nasdaq.com/symbol/ravn",
"ROLL","RBC Bearings Incorporated","105.2","$2.53B","2005","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/roll",
"RICK","RCI Hospitality Holdings, Inc.","23.12","$224.7M","1995","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/rick",
"RCMT","RCM Technologies, Inc.","5.6157","$67.18M","n/a","Technology","Professional Services","http://www.nasdaq.com/symbol/rcmt",
"RDI","Reading International Inc","16.39","$379.99M","n/a","Consumer Services","Movies/Entertainment","http://www.nasdaq.com/symbol/rdi",
"RDIB","Reading International Inc","18","$404.69M","n/a","Consumer Services","Movies/Entertainment","http://www.nasdaq.com/symbol/rdib",
"RGSE","Real Goods Solar, Inc.","0.87","$6.51M","n/a","Basic Industries","Engineering & Construction","http://www.nasdaq.com/symbol/rgse",
"RELY","Real Industry, Inc. ","2.65","$78.96M","n/a","Consumer Non-Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/rely",
"RNWK","RealNetworks, Inc.","4.25","$157.68M","1997","Technology","EDP Services","http://www.nasdaq.com/symbol/rnwk",
"RP","RealPage, Inc.","35.45","$2.93B","2010","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/rp",
"RETA","Reata Pharmaceuticals, Inc.","25.79","n/a","2016","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/reta",
"RCON","Recon Technology, Ltd.","1.1","$10.89M","2009","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/rcon",
"REPH","Recro Pharma, Inc.","6.94","$132.21M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/reph",
"RRGB","Red Robin Gourmet Burgers, Inc.","67.65","$870.64M","2002","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/rrgb",
"RRR","Red Rock Resorts, Inc.","24.15","$2.8B","2016","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/rrr",
"RDHL","Redhill Biopharma Ltd.","9.298","$158.61M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/rdhl",
"REGN","Regeneron Pharmaceuticals, Inc.","485.9","$51.65B","1991","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/regn",
"RGNX","REGENXBIO Inc.","20.1","$619.51M","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/rgnx",
"RGLS","Regulus Therapeutics Inc.","1.425","$75.78M","2012","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/rgls",
"REIS","Reis, Inc","19.9","$229.15M","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/reis",
"RELV","Reliv&#39; International, Inc.","7.89","$14.56M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/relv",
"MARK","Remark Holdings, Inc.","2.66","$60.26M","n/a","Consumer Services","Telecommunications Equipment","http://www.nasdaq.com/symbol/mark",
"RNST","Renasant Corporation","42.84","$1.9B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/rnst",
"REGI","Renewable Energy Group, Inc.","11.2","$432.26M","2012","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/regi",
"RNVA","Rennova Health, Inc.","0.373","$2.65M","n/a","Health Care","Precision Instruments","http://www.nasdaq.com/symbol/rnva",
"RNVAZ","Rennova Health, Inc.","0.019","n/a","n/a","Health Care","Precision Instruments","http://www.nasdaq.com/symbol/rnvaz",
"RCII","Rent-A-Center Inc.","12.2","$649M","1995","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/rcii",
"RTK","Rentech, Inc.","0.4598","$10.67M","1991","Basic Industries","Agricultural Chemicals","http://www.nasdaq.com/symbol/rtk",
"RGEN","Repligen Corporation","39.34","$1.34B","1986","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/rgen",
"RPRX","Repros Therapeutics Inc.","0.3989","$10.66M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/rprx",
"RBCAA","Republic Bancorp, Inc.","35.7","$744.64M","1998","Finance","Major Banks","http://www.nasdaq.com/symbol/rbcaa",
"FRBK","Republic First Bancorp, Inc.","9.35","$532.6M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/frbk",
"REFR","Research Frontiers Incorporated","1.2","$28.85M","n/a","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/refr",
"RESN","Resonant Inc.","4.05","$58.74M","2014","Technology","Semiconductors","http://www.nasdaq.com/symbol/resn",
"RECN","Resources Connection, Inc.","13.05","$386.98M","2000","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/recn",
"ROIC","Retail Opportunity Investments Corp.","19.99","$2.19B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/roic",
"RTRX","Retrophin, Inc.","17.65","$673.76M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/rtrx",
"RVNC","Revance Therapeutics, Inc.","24.9","$753.81M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/rvnc",
"RVEN","Reven Housing REIT, Inc.","5.7501","$61.72M","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/rven",
"RVLT","Revolution Lighting Technologies, Inc.","7.07","$148.33M","n/a","Consumer Durables","Building Products","http://www.nasdaq.com/symbol/rvlt",
"RWLK","ReWalk Robotics Ltd","1.2","$20.01M","2014","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/rwlk",
"REXX","Rex Energy Corporation","2.87","$2.84M","2007","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/rexx",
"RFIL","RF Industries, Ltd.","1.75","$15.46M","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/rfil",
"RGCO","RGC Resources Inc.","27.24","$196.82M","n/a","Public Utilities","Oil & Gas Production","http://www.nasdaq.com/symbol/rgco",
"RIBT","RiceBran Technologies","0.8602","$9.4M","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/ribt",
"RIBTW","RiceBran Technologies","0.1785","n/a","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/ribtw",
"RELL","Richardson Electronics, Ltd.","5.94","$76.32M","1983","Consumer Non-Durables","Electronic Components","http://www.nasdaq.com/symbol/rell",
"RIGL","Rigel Pharmaceuticals, Inc.","2.4","$293.84M","2000","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/rigl",
"NAME","Rightside Group, Ltd.","9.78","$189.97M","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/name",
